parcel_1,parcel_2,parcel_3,parcel_4,parcel_6,parcel_8
0.169775126740328,0.0153636968585474,0.216068077267429,0.888540040898066,0.184624983414806,0.765555014848504
0.914196715225742,0.364786779903452,0.101751298448555,0.437239854187184,0.183516601665422,0.771767420954398
0.590168165456885,0.15134551845898,0.061711311401566,0.293251633695266,0.00353100930380873,0.463669837272901
0.0334378565105871,0.941887216233736,0.830329170811979,0.0609665364849381,0.101914188841659,0.847564063395854
0.811320103944426,0.111223249943127,0.281286399937073,0.762323278353012,0.00979284189945527,0.579675423973482
0.00100642717375569,0.740571575752537,0.459507638731325,0.732868811224336,0.409479683352826,0.47863671405137
0.501347396283649,4.39926826331253e-12,0.591902507174508,0.510433245255888,0.189841180003638,0.00196262621025441
0.501385776569786,0.955830660170761,0.0330487933179402,0.33142516611064,0.0470278639655976,0.192010972599921
0.715312022249231,0.0130351979763675,0.597351327075514,0.388963661561514,0.000809348337935708,0.0176525843695224
0.0751138445418891,0.174488447151301,0.445611688886479,0.598143346144394,0.985253932473521,0.0312093996138785
0.78076508254203,0.438286053683309,0.0157240328824595,0.113475792687867,0.404119248664251,0.0312763653804505
0.224228138654076,0.01099890137059,0.240584020556846,0.714633261831693,0.244594232935949,0.568737654338272
0.736204438280424,0.0549186223752759,0.718160547301618,0.985171944206962,0.739171203014528,0.560866594570973
0.680594892214772,0.114897073828351,0.373438791823782,0.0737766944942025,0.0022149780021671,0.109004723772373
0.15333249546115,0.189622412294671,0.450003011158417,0.858106224685626,0.810983989147114,0.117154568949748
0.526006415934398,0.00831307856641305,0.812417918971807,0.00339671189054602,0.0519509765332756,0.01681245931805
0.163486171027377,0.00492115389015408,0.0378214980990094,0.33638526420488,0.00395277064153869,0.291419741979087
0.0969464347194404,0.488054048204064,0.0389721033376534,0.0164656056108048,0.648613424062053,0.446361140679412
0.499280266802558,0.66919112965906,0.432505277497314,0.309737683314058,0.335995135767707,0.034187807078465
0.78956721890914,0.170656801212516,0.0279223804335675,0.870381460056139,0.362602187958854,0.0978960328581481
0.990791708828677,0.0190846091781234,0.777257445402163,0.657514147161762,0.637779242302052,0.775793652363506
0.381135142450207,0.779461841423012,0.000619229063007651,0.110755505025503,0.821624046917426,0.346759002107658
