parcel_1,parcel_2,parcel_3,parcel_4,parcel_6,parcel_8
-0.165943811788978,0.243012948948491,-0.164907819621839,-0.0295364853798009,-0.160424190726231,0.0809962873092815
-0.0132119699288173,0.0920603016025634,0.215144247297524,0.20901012068187,-0.168379453958173,-0.07130109010792
-0.0685966422773324,-0.145281145200599,0.249073213790177,-0.228992892235072,0.354142357213336,-0.204971413975287
0.254578973505356,-0.0074206778196188,-0.0285009521597609,0.372440801734411,0.200049169191344,-0.0472856856843405
-0.0299504782688702,0.161072833831043,-0.142602729633427,0.0702138780024701,0.318189248669554,-0.135685397904427
0.387410336160381,0.0336949346753398,0.0981626235971374,-0.070311860849189,-0.100138527671552,0.206554113695531
-0.0817002965509244,-0.625648491710948,0.0712270498134192,-0.148193188007772,0.159734344467414,-0.663295841371349
0.0855710571655785,0.00563810058452104,0.277949878381549,0.198330233144569,-0.245402364129385,-0.312968842223669
-0.0447031989591586,-0.248755038302209,0.0701842829132477,-0.176295105668484,0.405341372915438,0.537388284215562
0.220581812265335,0.137573612084323,-0.101211912936881,0.108392876301805,0.00228366996232462,0.494923210940028
-0.0346442231271248,-0.0787788822013308,0.315849805027562,0.375170623332912,0.109687862815233,-0.556283424566012
0.147120539607871,0.254562555822535,-0.155172949407496,-0.0753098836578704,-0.140916449784116,0.139579817313253
0.0419278502271768,0.193548646829969,0.0479872109354744,0.004879258528858,-0.042436520773141,-0.15178804772101
-0.0500724678724043,-0.159459628396112,0.117993802197139,0.398234398679752,-0.362368005846071,0.379535473255776
0.179143760408979,-0.132932863895301,0.100242706189005,-0.046911439092247,0.0291026683727276,-0.371670606656417
-0.0776414108724409,0.263870551795517,0.0315624815466134,-0.552891374298595,0.242163854323103,0.540791916597367
-0.170902091913928,-0.280496730796323,0.27342695470102,0.220691390126963,-0.372784228615828,0.255329361685974
0.201447326309432,0.0704986121934586,0.269543054410764,0.465833962743965,0.0616662119493398,-0.204965236042252
-0.098832183018043,0.0439300584470749,0.119959990737295,0.38242687047903,0.136106823631044,-0.965812192921535
-0.0327167900658153,-0.138795115994236,0.299270320948301,-0.0379165630432862,-0.1228518770293,0.390967762491098
0.00143701737023146,0.235239821953614,-0.0376216915738217,0.0912538286633053,0.0604726129131021,0.0700115958892509
0.106295851684532,0.0284993420959855,-0.432736791760656,-0.341497764460246,-0.028066677158225,-0.26135184641579
