parcel_1,parcel_2,parcel_3,parcel_4,parcel_5,parcel_6,parcel_7,parcel_8,parcel_9,parcel_11,parcel_12
34.3926008149837,6.34865732202796,11.2799085628701,32.1531132228913,30.0345980378817,16.9644948243931,-7.95222813413854,-13.8491644053846,-1.69255364500143,2.48375025708228,-4.94306657448411
21.6232056925164,1.74157163142856,3.4364234912273,23.2717365564839,-12.7876297775305,-4.17590629427057,-11.9165569866697,2.87485537335679,8.20103478894846,-7.61963389399979,0.930254117250442
18.4061070318216,1.56720576611216,6.59747979422546,15.8317480625645,0.289621882281213,16.1998993492963,6.74085239655943,15.679892591528,6.32837068631842,-3.95934719410208,2.92821091175079
24.7754898719352,27.0443046525379,19.8519227998714,27.6540034547929,14.374035493664,9.73355045417945,35.8488350688366,11.3172355390884,21.6112052398546,20.1752146242393,7.60538411617279
13.9727750009342,6.40582682237651,4.08008576844879,20.9501770206036,-8.61003647491617,-0.974528306539644,-17.3048676722928,-8.72370529980273,-5.9626503685439,7.6662379898907,-5.85033772706985
44.2476389338669,27.6189046063907,43.7438338594894,47.3495468155992,49.6389922433586,37.9340081193991,53.4663840093111,45.4778748139286,43.490850585538,12.4039060001572,69.0309811544418
21.8748995039287,15.0982794160052,13.2435299447955,14.3387356697912,14.4677108616199,21.959786731423,12.0174099094512,17.0597863157053,9.82414872662441,6.72799290374128,23.7555411052704
29.322443004155,53.8774501866758,23.431533563785,65.7419657457259,54.3224513935593,22.2477588512396,37.7840633057711,9.53849894452739,25.509059200378,7.4092902764678,26.393200302124
15.0493873651456,7.41359496179655,6.30726654990895,13.4170353701038,9.55138187588386,20.4984339865153,10.0177055163342,12.4595270185052,13.9560662645947,0.819341963074274,-1.28311518192291
15.8008818588789,15.4410396726251,26.0536304167186,22.6061602648227,15.0209044310844,22.9175640647871,10.6847951417429,4.57678132927096,22.7681884080977,7.12340054412683,14.6314560997486
32.931129708416,24.6986011037592,28.8555360636753,38.399332183984,27.3589035250106,37.8210950567011,33.3023022760948,18.1181238019789,14.8740197194589,13.5277782694582,26.3884460544586
14.4423833443123,7.36107712721377,6.6672112489604,26.0435780132971,3.27386091565186,1.02386505980241,20.5155029615812,2.3266433090777,27.4274603378128,14.21534214086,20.7803163814545
30.6663765409618,21.9968836903536,17.9473789239124,37.9964840489049,37.6394087053695,25.5843867309261,39.7132023091902,15.3056753068357,13.5258706767817,1.2191294315892,3.95474931120873
9.74675162802044,9.11586130132651,2.97424566245651,5.66701902593336,-2.4643060997972,9.57622859012662,-10.2971145536816,12.0275436865317,1.50553201501434,4.40927472275992,-2.01265312761068
11.3904546126,18.8505875879604,21.2789517443066,21.7826994311725,5.70750726972056,3.66007403741803,13.5182758172353,20.5334959304011,9.09746342333587,3.33126930257099,-2.28808334112167
30.2525944579574,29.5882147686538,37.150615741537,21.6021910059837,31.1885693592002,20.2766649299546,37.2676458316937,56.6001914002605,48.7297052426918,5.9278756674793,4.06846794307232
17.6908075644553,10.4298359645595,22.8792704149478,8.30464118142282,11.5554676795343,22.0399126160825,14.150976298671,30.4134720757201,17.0005019162152,5.17248515532249,11.8743299865723
-25.1943823134886,-19.1627850131116,-10.5499106647625,-8.65300183334658,-7.09647321925973,-18.4167529323645,-12.9873485583485,2.11342634562705,-10.1497040564899,-2.12680883897055,9.02948230862618
15.3121538665688,45.383061404087,6.62033116592936,2.90475932052059,13.3002232611179,28.7494585124547,58.1974106566948,20.1843895382575,8.49589066771237,15.287317164739,-0.0205068439245224
26.0371506844909,38.7458537098924,23.953597697289,67.9153538721223,31.2590720538261,48.0171718471929,61.7731044647986,41.7576307589943,45.6050067463437,8.73335409536958,33.8966464567184
50.3249368171379,37.3322928693712,38.2689529281773,28.9784640246822,41.1533240574711,25.062013257491,34.2825099632405,14.6814338891087,25.6145034609614,15.1398427309261,20.2006787204742
28.6207848976104,1.39963091350829,13.3718170683372,9.12943036157277,14.4742240990108,22.0570051110627,-32.2900921399133,6.92324196325766,18.3247079156541,4.12155591820677,16.6010813957453
