parcel_1,parcel_2,parcel_3,parcel_4,parcel_5,parcel_6,parcel_7,parcel_8,parcel_9,parcel_11,parcel_12
102.560033645445,42.5955820879495,18.2296087251951,135.318043370401,142.546862620228,120.518277168274,151.295056794819,59.3242747332599,50.3765886023238,50.0624235997597,23.3374268579483
104.142769396884,78.2962573213298,87.1822241561053,194.251981427593,122.378979359033,62.7051054343843,35.6297488897516,-6.93767025019671,21.3733944828446,12.2937102264828,42.2703536462784
82.1914431007163,47.6618005829739,37.3722387840078,130.477959909747,89.9311873597919,97.8841234508314,107.189285620263,62.5278241956556,-0.12050963273725,100.007851325141,80.7654323577881
162.052652673814,115.934290582734,54.0361187033457,129.071932023571,309.257054166974,161.833835467958,125.557085974175,94.5101357021847,106.13189181766,105.839670817057,56.0806882476807
213.132727539655,115.786593624622,29.7899964900866,269.778331387428,116.159802634761,166.391011756763,43.7958449480826,28.022321771931,13.484219537255,169.71098590427,42.8211259734631
263.557249754378,89.1467094200884,151.072534953078,217.558701545961,148.219951989516,167.761789422286,69.5685984460931,103.424203408731,26.2346519264015,203.998655615913,41.7393240833282
144.002576698377,80.7624947321897,17.236781612651,141.992209403746,231.1354765982,148.760816339861,135.194207843981,4.02183404484311,-9.03870373239388,137.026212056478,143.479429931641
82.8419673697462,42.2661466422798,-12.3663364938677,128.928089818647,93.8647846725752,95.5188080971701,67.9995514343967,3.52999538022119,15.206669116141,65.0264564673106,16.9468941292167
113.939170652223,67.1780312206015,52.8914394509302,145.465552791472,93.3713442964374,191.500349479809,193.566182855974,58.5255584716797,13.596441127964,124.273726145426,38.1730194854736
189.253383877208,47.7290352385039,32.1970669500632,204.1204772457,103.06893342396,142.531315853721,61.922233945445,1.68025659226082,10.9858419283016,129.514821879069,95.8767588424683
251.192844613085,97.0963411000423,70.5580524973673,155.297205771169,147.034698270402,214.427432143897,85.1038480986629,59.1843271255493,39.647400984893,194.261163669162,148.025906982422
102.59713511791,82.1604223491656,21.9756745295982,161.585841517295,109.963788698304,132.941857053522,84.45789722497,127.5728232925,139.886533479433,69.0057998869154,12.3959656524658
188.672831785332,98.6568276730576,26.7764771809317,186.452820808657,203.409320039569,89.9937985068873,200.50982612476,121.019820754592,34.1574614466848,135.26477593316,119.23754486084
120.45594788755,30.6484918429306,5.34091082011184,42.8518447760613,53.5303058984145,81.7552433599506,-20.0712598146577,44.0875155345814,15.1563749579159,29.8059172206455,46.5705230331421
81.2131059609571,55.3502100378792,44.788420766592,189.256874084473,83.5548507762405,138.279529504609,31.190125352458,39.8813031541335,24.9684943895082,77.9800977918837,34.6513756895065
181.255654751676,149.072371631688,149.87840662917,359.002522622385,195.95513297027,187.393017551355,120.039041017231,190.261263873126,108.455875035879,295.722966003418,109.89995880127
186.670274567836,69.295013375365,26.9506941217266,111.425802661527,154.361097659705,184.514596771776,21.9606002761345,269.646360139589,18.5563367186366,40.4276061269972,77.0653443908691
41.5014976841732,30.5081397951338,11.1837164604501,78.2048650249358,85.0948014889123,54.2609029820091,17.8887627814945,-10.4454099970895,4.45732000711802,1.46945050226318,-26.6597834897041
98.5949954893983,210.795520771446,26.944144235235,379.537019298923,249.514661177149,219.996744523969,254.723756756699,137.288487408612,66.6343496683482,336.785756429036,140.547265625
143.847842695644,145.554542354077,90.4821540394874,183.493641022713,106.219934769397,66.7182837703772,16.3763102439412,-20.0904118950303,-20.1942584192431,242.718366156684,73.7614776992798
108.745853248152,67.6657375331559,8.83460021018982,121.688822900095,115.84997083556,131.418654525489,61.0766153921161,80.9498366794071,31.2539765641496,178.172384346856,98.2924075317383
101.535218011986,28.7832711913295,17.6997037115571,73.3485065967806,129.319838110006,101.552854437577,4.92349396807779,50.8214707084604,10.7478701762251,96.052044084337,24.3079166412354
